Exercise,inv1,Total Sub,39, Unique Sub,32
Exercise,inv2,Total Sub,9, Unique Sub,6
Exercise,inv3,Total Sub,6, Unique Sub,5
Exercise,inv4,Total Sub,39, Unique Sub,19
Exercise,inv5,Total Sub,159, Unique Sub,105
Exercise,inv6,Total Sub,175, Unique Sub,55
Exercise,inv7,Total Sub,200, Unique Sub,93
Exercise,inv8,Total Sub,255, Unique Sub,97
Exercise,inv9,Total Sub,138, Unique Sub,70
Exercise,inv10,Total Sub,46, Unique Sub,39
Exercise,inv11,Total Sub,94, Unique Sub,56
Exercise,inv12,Total Sub,122, Unique Sub,69
Exercise,inv13,Total Sub,60, Unique Sub,27
Exercise,inv14,Total Sub,107, Unique Sub,48
Exercise,inv15,Total Sub,4, Unique Sub,3

