Pairs,178
,,"workers in Workstation one -> some Worker",21
,,"all w:Worker | one workers.w
Workstation = workers.Worker",4
,,"Workstation in workers.Worker and all w : Worker | one workers.w",1
,,"all w: Workstation | some w.workers and
all w: Worker | one workers.w",3
,,"all w:Workstation | some w.workers
all w:Worker | one workers.w",21
,,"(all w : Workstation | some w.workers) and (all t : Worker | one workers.t)",2
,,"all w:Worker | one workers.w
all w:Workstation | some w.workers",7
,,"all x : Workstation | some x.workers
all x : Worker | one workers.x",1
,,"all w : Workstation | some w.workers
and
all t : Worker | one workers.t",1
,,"all ws:Workstation | some ws.workers
all w:Worker | one workers.w",4
,,"all w : Workstation | some w.workers
all wr : Worker | one workers.wr",1
,,"all w:Worker | one w.~workers
all w:Workstation | some w.workers",2
,,"all w:Workstation | some w.workers
all w:Worker | one w.~workers",4
,,"all ws: Workstation| some ws.workers
all w: Worker | one w.~workers",5
,,"Workstation in workers.Worker
all w : Worker | one ww : Workstation | w in ww.workers",1
,,"Worker.~workers = Workstation
all w : Worker | one ww : Workstation | w in ww.workers",1
,,"all w: Workstation | some w.workers
all w: Workstation, wo: Worker | one workers.wo",1
,,"all ws : Workstation | some w : Worker | ws->w in workers
workers in Workstation one -> set Worker",1
,,"workers in Workstation one -> some Worker
all w,x : Workstation | w != x implies no (w.workers & x.workers)",2
,,"all w: Workstation | some w.workers
all w: Worker | one ww: Workstation | w in ww.workers",2
,,"all w:Workstation | some w.workers
all w:Worker | one ws:Workstation| w in ws.workers",4
,,"all w : Workstation | w.workers!=none
all t : Worker | one w : Workstation | t in w.workers",1
,,"all wk:Workstation | some wk.workers
all w:Worker | one wk:Workstation | w in wk.workers",4
,,"all w:Worker | one ww:Workstation | w in ww.workers
all ww:Workstation | some (ww.workers)",2
,,"all ws: Workstation | some ws.workers
all w: Worker | one ws: Workstation | w in ws.workers",5
,,"all w : Workstation | some w.workers
all w : Worker | one wor : Workstation | w in wor.workers",2
,,"all wb : Workstation | some wb.workers
all w : Worker | one wb : Workstation | w in wb.workers",1
,,"all ws: Workstation | some ws.workers
all w: Worker | one ws: Workstation | ws->w in workers",1
,,"(all ws : Workstation | ws.workers != none) and (all w : Worker | one ws : Workstation | w in ws.workers)",1
,,"all ws : Workstation | ws.workers != none and (all w : Worker | one ws : Workstation | w in ws.workers)",1
,,"all wtt : Workstation | some wtt.workers
all w : Worker | one wtt : Workstation | w in wtt.workers",2
