Exercise,inv1,Total Sub,124, Unique Sub,105
Exercise,inv2,Total Sub,11, Unique Sub,9
Exercise,inv3,Total Sub,46, Unique Sub,42
Exercise,inv4,Total Sub,149, Unique Sub,90
Exercise,inv5,Total Sub,149, Unique Sub,113
Exercise,inv6,Total Sub,60, Unique Sub,45
Exercise,inv7,Total Sub,94, Unique Sub,79
Exercise,inv8,Total Sub,30, Unique Sub,26
Exercise,inv9,Total Sub,67, Unique Sub,59
Exercise,inv10,Total Sub,149, Unique Sub,127
Exercise,inv11,Total Sub,36, Unique Sub,30
Exercise,inv12,Total Sub,68, Unique Sub,60
Exercise,inv13,Total Sub,115, Unique Sub,82
Exercise,inv14,Total Sub,32, Unique Sub,24
Exercise,inv15,Total Sub,67, Unique Sub,53

