"no Exit.succs",81
"no Exit.^(succs)",2
"no Exit <: succs",1
"none = Exit.succs",1
"Exit.succs = none",1
"Exit.succs in Track",1
"no ~succs :> Exit",1
"no Exit&succs.Track",1
"no (Exit & Track).succs",1
"no (succs.Track & Exit)",1
"no (Exit:>Track).succs",2
"no (Exit<:Track).succs",1
"no Track.~succs & Exit",1
"no (Exit<:Track).^succs",1
"no Track.succs & Exit.succs",1
"all t : Exit | t in Track",1
"all e:Exit| no e.succs",78
"all x:Exit| no x.succs",15
"all t:Exit | no t.succs",13
"all a:Exit | no a.succs",1
"no e : Exit | some e.succs",1
"all et : Exit | no et.succs",4
"all ex:Exit | no ex.succs",8
"all e:Exit | lone e.succs",3
"all t1: Exit | no t1.succs",1
"all tr : Exit | no tr.succs",2
"all e:Exit | no e.^succs",5
"all t:Exit | no t.^(succs)",4
"all x:Exit| no x.^(succs)",1
"all x:Exit | x not in x.succs",1
"all e : Exit | e not in e.succs",1
"all t: Exit | #t.succs = 0",12
"all x: Exit | #x.succs = 0",2
"all e : Exit | #e.succs < 1",2
"all t:Track | no Exit.succs",1
"all e : Exit | #e.succs = 0",5
"all e: Exit | e.succs=none",3
"no t:Track | t in Exit.succs",1
"all t: Exit | none in t.succs",1
"all ex:Exit | no ex.^succs",2
"all e : Exit | none in e.succs",1
"all e : Exit | #e.succs <= 0",1
"Track in Exit <=> no Track.^(succs)",1
"all x: Exit | x.succs in none",1
"all ex:Exit | #ex.succs=0",1
"all exit : Exit | no exit.succs",3
"all t : Exit | t not in succs.Track",1
"all t:Track | t not in Exit.succs",2
"all x:Exit | x->Track not in succs",1
"all ex:Exit | ex not in ex.^(succs)",1
"all ex:Exit | Track not in ex.succs",1
"all ex:Exit | #ex.^(succs)=0",1
"all e1,e2:Exit | e1->e2 not in succs",3
"all t: Track&Exit | no t.succs",6
"all t : Exit | no t&succs.Track",1
"all e : Exit | no e.succs & Track",1
"all t : Track - Exit | some t.succs",2
"all ex:Exit | no ex.next",1
"all t : Track | no succs implies t in Exit",1
"all t : Track - Exit | #t.succs > 0",1
"all t : (Track & Exit) | #t.succs = 0",1
"all t : Track-Exit | t not in Exit.succs",1
"all t : Track - succs.Track | t in Exit",2
"all t : Track | t=Exit implies no t.succs",2
"all x: Track | x = Exit implies no x.succs",3
"all t,t1 : Track | no succs implies t in Exit",1
"all e : Exit | no e.succs or e in Entry",1
"all x:Track| x in Exit => no x.succs",15
"all x:Exit, y:Track | y not in x.succs",1
"all e:Exit, t:Track | t not in e.succs",5
"all x:Track | no x.succs => x in Exit",7
"all t:Track| no t.succs => t in Exit",73
"all t : Exit | no t.succs && t in Track",1
"all e : Track | no e.succs implies e in Exit",3
"all x: Track, e: Exit | e not in succs.x",1
"all e:Exit | e in Track => no e.succs",1
"all t:Track| t in Exit => no t.succs",68
"all x:Exit, y: Track | x->y not in succs",1
"all t: Track | t in Exit => lone t.succs",1
"all ex : Exit, t : Track | ex not in succs.t",1
"all t,a:Track| t in Exit implies no t.succs",1
"all x,y:Track| x in Exit implies no x.succs",1
"all t : Track | t=Exit implies no t.^(succs)",1
"all t:Track | no t.^(succs) => t in Exit",3
"all t : Track | t=Exit implies #t.succs=0",1
"all tr : Track | no tr.succs implies tr in Exit",3
"all x:Track | x in Exit implies no x.^succs",4
"all t: Track | t in t.succs implies t not in Exit",1
"all ex:Exit | ex in Track => no ex.succs",4
"all e:Exit, t:Track | t not in e.^(succs)",1
