Exercise,inv1,Total Sub,213, Unique Sub,9
Exercise,inv2,Total Sub,157, Unique Sub,13
Exercise,inv3,Total Sub,181, Unique Sub,31
Exercise,inv4,Total Sub,151, Unique Sub,24
Exercise,inv5,Total Sub,143, Unique Sub,22
Exercise,inv6,Total Sub,136, Unique Sub,14
Exercise,inv7,Total Sub,127, Unique Sub,16
Exercise,inv8,Total Sub,141, Unique Sub,25
Exercise,inv9,Total Sub,128, Unique Sub,30
Exercise,inv10,Total Sub,147, Unique Sub,10
Exercise,inv11,Total Sub,85, Unique Sub,18
Exercise,inv12,Total Sub,66, Unique Sub,17
Exercise,inv13,Total Sub,103, Unique Sub,12
Exercise,inv14,Total Sub,63, Unique Sub,24
Exercise,inv15,Total Sub,43, Unique Sub,7

