Exercise,inv1,Total Sub,543, Unique Sub,78
Exercise,inv2,Total Sub,380, Unique Sub,61
Exercise,inv3,Total Sub,187, Unique Sub,26
Exercise,inv4,Total Sub,382, Unique Sub,44
Exercise,inv5,Total Sub,368, Unique Sub,154
Exercise,inv6,Total Sub,34, Unique Sub,16
Exercise,inv7,Total Sub,5, Unique Sub,5
Exercise,inv8,Total Sub,52, Unique Sub,19
Exercise,inv9,Total Sub,10, Unique Sub,7
Exercise,inv10,Total Sub,206, Unique Sub,52
Exercise,inv11,Total Sub,46, Unique Sub,25
Exercise,inv12,Total Sub,21, Unique Sub,9
Exercise,inv13,Total Sub,38, Unique Sub,14
Exercise,inv14,Total Sub,8, Unique Sub,7
Exercise,inv15,Total Sub,4, Unique Sub,4

