Exercise,inv1,Total Sub,21, Unique Sub,16
Exercise,inv2,Total Sub,2, Unique Sub,2
Exercise,inv3,Total Sub,161, Unique Sub,51
Exercise,inv4,Total Sub,18, Unique Sub,11
Exercise,inv5,Total Sub,19, Unique Sub,16
Exercise,inv6,Total Sub,3, Unique Sub,3
Exercise,inv7,Total Sub,14, Unique Sub,12
Exercise,inv8,Total Sub,2, Unique Sub,2
Exercise,inv9,Total Sub,13, Unique Sub,13
Exercise,inv10,Total Sub,19, Unique Sub,12
Exercise,inv11,Total Sub,19, Unique Sub,16
Exercise,inv12,Total Sub,14, Unique Sub,12
Exercise,inv13,Total Sub,7, Unique Sub,6
Exercise,inv14,Total Sub,12, Unique Sub,12
Exercise,inv15,Total Sub,3, Unique Sub,2

