Pairs,2
,,"#link = 1",1
,,"one ^link",1

Pairs,2
,,"lone ^link",1
,,"lone ~link",1

Pairs,1
,,"lone File.^link",1

Pairs,2
,,"File.^link = File",1
,,"File.*link = File.link",1

Pairs,1
,,"~link.link in link",1

Pairs,10
,,"link.~link in iden",3
,,"all f : File | lone link.f",1
,,"all disj f1,f2:File | disj[f1.link,f2.link]",1
,,"all disj f1,f2:File | f1.link & f2.link = none",2
,,"all a,b : File| a != b => no (a.link & b.link)",1
,,"all f1, f2 : File |
f1 != f2 implies (no f1.link & f2.link)",2

Pairs,1
,,"link.~link in link",1

Pairs,4
,,"link.link not in link",4

Pairs,1
,,"~link.link not in link",1

Pairs,1
,,"link.~link not in link",1

Pairs,4
,,"all f:File | lone f.link",3
,,"all a,b : File| a != b => no (link.a & link.b)",1

Pairs,3
,,"all f: File | one link.f",3

Pairs,1
,,"all f:File | lone f.^link",1

Pairs,1
,,"all f : File | one f.link",1

Pairs,1
,,"all f:File | f.link != none",1

Pairs,1
,,"all f:File |  f.link in Trash",1

Pairs,1
,,"all o : univ | File->o not in link",1

Pairs,1
,,"all f1:File,f2:File | not f1.link = f2",1

Pairs,4
,,"no disj f1,f2: File | f1.link = f2.link",1
,,"all a,b : File| a != b => a.link != b.link",1
,,"all f1, f2 : File |
f1.link = f2.link implies f1 = f2",1
,,"all f1, f2 : File |
f1 != f2 implies f1.link != f2.link",1

Pairs,1
,,"all f1, f2 : File | no f1.link - f2.link",1

Pairs,1
,,"all file: File | file.^link = file.*link",1

Pairs,1
,,"all f1, f2 : File | no f1.link - f2.^link",1

Pairs,1
,,"all disj f1,f2:File | f1.*link & f2.*link = none",1

Pairs,2
,,"all disj f1,f2:File | f1.^link & f2.^link = none",2

Pairs,1
,,"all f1,f2 : univ | f1->f2 in link implies File.link not in f2",1

Pairs,1
,,"all disj f1,f2:File | f1.link & f2.link = none
all f:File | disj[f,f.link]",1

