
classroom_fol
exercise,submission,#Sub,Percent,#AST,#RL,#PL,#FOL,#LTL,DiffT,DiffRL,DiffPL,DiffFOL,DiffLTL,PctDiff,Up-RL-PL,Up-RL-FOL,Up-RL-LTL,Up-PL-FOL,Up-PL-LTL,UP-FOL-LTL,Down-PL-RL,Down-FOL-RL,Down-LTL-RL,Down-FOL-RL,Down-LTL-PL,Down-LTL-FOL,

inv1_oracle,"Person in Student", , ,3,1,0,0,0,

inv2_oracle,"no Teacher", , ,2,1,0,0,0,

inv3_oracle,"no Student & Teacher", , ,4,2,0,0,0,

inv4_oracle,"Person in Student + Teacher", , ,5,2,0,0,0,

inv5_oracle,"some Teacher.Teaches", , ,4,2,0,0,0,

inv6_oracle,"all t:Teacher | some t.Teaches", , ,10,3,0,1,0,

inv7_oracle,"all c:Class | some Teacher&Teaches.c", , ,12,4,0,1,0,

inv8_oracle,"all t:Teacher | lone t.Teaches", , ,10,3,0,1,0,

inv9_oracle,"all c:Class | lone Teacher&Teaches.c", , ,12,4,0,1,0,
inv9,"all c:Class | lone Teaches.c",10,21.73913043478261,10,3,0,1,0,2,1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0

inv10_oracle,"all c:Class,s:Student | some s.(c.Groups)", , ,16,5,0,1,0,

inv11_oracle,"all c:Class | some c.Groups implies some Teacher&Teaches.c", , ,17,6,1,1,0,

inv12_oracle,"all x:Teacher | some x.Teaches.Groups", , ,12,4,0,1,0,

inv13_oracle,"Tutors in Teacher -> Student", , ,5,2,0,0,0,

inv14_oracle,"all c:Class,p:Person | p in (c.Groups).Group implies Teaches.c -> p in Tutors", , ,25,8,1,1,0,

inv15_oracle,"all p:Person | some Teacher&(^Tutors).p", , ,13,5,0,1,0,

classroom_rl
exercise,submission,#Sub,Percent,#AST,#RL,#PL,#FOL,#LTL,DiffT,DiffRL,DiffPL,DiffFOL,DiffLTL,PctDiff,Up-RL-PL,Up-RL-FOL,Up-RL-LTL,Up-PL-FOL,Up-PL-LTL,UP-FOL-LTL,Down-PL-RL,Down-FOL-RL,Down-LTL-RL,Down-FOL-RL,Down-LTL-PL,Down-LTL-FOL,

inv1_oracle,"Person in Student", , ,3,1,0,0,0,

inv2_oracle,"no Teacher", , ,2,1,0,0,0,

inv3_oracle,"no Student & Teacher", , ,4,2,0,0,0,

inv4_oracle,"Person in Student + Teacher", , ,5,2,0,0,0,

inv5_oracle,"some Teacher.Teaches", , ,4,2,0,0,0,

inv6_oracle,"all t:Teacher | some t.Teaches", , ,10,3,0,1,0,

inv7_oracle,"all c:Class | some Teacher&Teaches.c", , ,12,4,0,1,0,

inv8_oracle,"all t:Teacher | lone t.Teaches", , ,10,3,0,1,0,
inv8,"lone Teacher.Teaches",12,24.0,4,2,0,0,0,6,1,0,1,0,2.5,0,0,0,0,0,0,0,1,0,0,0,0
inv8,"~Teaches.Teaches in iden",11,22.0,6,3,0,0,0,4,0,0,1,0,1.6666666666666667,0,0,0,0,0,0,0,1,0,0,0,0

inv9_oracle,"all c:Class | lone Teacher&Teaches.c", , ,12,4,0,1,0,
inv9,"all c:Class| lone Teaches.c",57,35.40372670807454,10,3,0,1,0,2,1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
inv9,"Teaches.~Teaches in iden",17,10.559006211180124,6,3,0,0,0,6,1,0,1,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0

inv10_oracle,"all c:Class,s:Student | some s.(c.Groups)", , ,16,5,0,1,0,
inv10,"all c:Class, s:Student | some c.Groups.s",15,16.304347826086957,16,5,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
inv10,"(Groups . Group) = (Class -> Student)",11,11.956521739130435,7,3,0,0,0,9,2,0,1,0,2.2857142857142856,0,0,0,0,0,0,0,1,0,0,0,0

inv11_oracle,"all c:Class | some c.Groups implies some Teacher&Teaches.c", , ,17,6,1,1,0,
inv11,"all c:Class | some c.Groups iff some t:Teacher| c in t.Teaches",12,18.75,22,6,1,2,0,-5,0,0,-1,0,0.7727272727272727,0,0,0,0,0,0,0,0,0,0,0,0

inv12_oracle,"all x:Teacher | some x.Teaches.Groups", , ,12,4,0,1,0,

inv13_oracle,"Tutors in Teacher -> Student", , ,5,2,0,0,0,

inv14_oracle,"all c:Class,p:Person | p in (c.Groups).Group implies Teaches.c -> p in Tutors", , ,25,8,1,1,0,

inv15_oracle,"all p:Person | some Teacher&(^Tutors).p", , ,13,5,0,1,0,

coursesNew
exercise,submission,#Sub,Percent,#AST,#RL,#PL,#FOL,#LTL,DiffT,DiffRL,DiffPL,DiffFOL,DiffLTL,PctDiff,Up-RL-PL,Up-RL-FOL,Up-RL-LTL,Up-PL-FOL,Up-PL-LTL,UP-FOL-LTL,Down-PL-RL,Down-FOL-RL,Down-LTL-RL,Down-FOL-RL,Down-LTL-PL,Down-LTL-FOL,

inv1_oracle,"enrolled in Student -> Course", , ,5,2,0,0,0,

inv2_oracle,"teaches in Professor -> Course", , ,5,2,0,0,0,

inv3_oracle,"teaches in Person some -> Course", , ,5,2,0,0,0,
inv3,"all c:Course | some p:Professor| c in p.teaches",65,40.37267080745342,17,4,0,2,0,-12,-2,0,-2,0,0.29411764705882354,0,1,0,0,0,0,0,0,0,0,0,0

inv4_oracle,"all p : Project | one (Course <: projects).p", , ,10,3,0,1,0,

inv5_oracle,"all p : Project | some (Person <: projects).p
	all p : Project | (Person <: projects).p in Student", , ,22,6,1,2,0,

inv6_oracle,"all p : Person | p.projects in p.enrolled.projects", , ,15,5,0,1,0,

inv7_oracle,"all p : Person, c : Course | lone p.projects & c.projects", , ,18,6,0,1,0,

inv8_oracle,"(all p : Person | no p.teaches & p.enrolled)", , ,14,5,0,1,0,

inv9_oracle,"all p : Person | no (p.teaches.~teaches - p) & p.teaches.~enrolled", , ,22,10,0,1,0,

inv10_oracle,"Course.grades.Grade in Student", , ,7,3,0,0,0,

inv11_oracle,"all c : Course | c.grades.Grade in enrolled.c", , ,15,5,0,1,0,

inv12_oracle,"all p : Person, c : Course | lone p.(c.grades)", , ,16,5,0,1,0,

inv13_oracle,"all c : Course, p : Person | last in p.(c.grades) implies some p.projects & c.projects", , ,26,9,1,1,0,

inv14_oracle,"all p : Person, disj x,y : p.projects | no ((Person <: projects).x & projects.y) - p", , ,23,8,0,1,0,

inv15_oracle,"all c : Course, p : c.projects, disj x,y : (Person <: projects).p | some c.grades[x] and some c.grades[y] implies c.grades[x] in c.grades[y].(prev+iden+next)", , ,50,19,2,1,0,

coursesOld
exercise,submission,#Sub,Percent,#AST,#RL,#PL,#FOL,#LTL,DiffT,DiffRL,DiffPL,DiffFOL,DiffLTL,PctDiff,Up-RL-PL,Up-RL-FOL,Up-RL-LTL,Up-PL-FOL,Up-PL-LTL,UP-FOL-LTL,Down-PL-RL,Down-FOL-RL,Down-LTL-RL,Down-FOL-RL,Down-LTL-PL,Down-LTL-FOL,

inv1_oracle,"enrolled in Student -> Course", , ,5,2,0,0,0,
inv1,"all p:Person | p.enrolled in Course => p in Student",17,15.59633027522936,15,4,1,1,0,-10,-2,-1,-1,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0

inv2_oracle,"teaches in Professor -> Course", , ,5,2,0,0,0,

inv3_oracle,"teaches in Person some -> Course", , ,5,2,0,0,0,
inv3,"all c:Course| some p:Professor | p->c in teaches",57,19.322033898305087,17,4,0,2,0,-12,-2,0,-2,0,0.29411764705882354,0,1,0,0,0,0,0,0,0,0,0,0
inv3,"all c:Course | c in Professor.teaches",35,11.864406779661017,11,3,0,1,0,-6,-1,0,-1,0,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0
inv3,"all c:Course|some p:Professor | c in p.teaches",27,9.152542372881356,17,4,0,2,0,-12,-2,0,-2,0,0.29411764705882354,0,1,0,0,0,0,0,0,0,0,0,0
inv3,"teaches in Professor some->Course",15,5.084745762711865,5,2,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
inv3,"Course in Professor.teaches",14,4.745762711864407,5,2,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
inv3,"all c1: Course | some p1: Professor | p1->c1 in teaches",11,3.728813559322034,17,4,0,2,0,-12,-2,0,-2,0,0.29411764705882354,0,1,0,0,0,0,0,0,0,0,0,0

inv4_oracle,"all p : Project | one (Course <: projects).p", , ,10,3,0,1,0,

inv5_oracle,"all p : Project | some (Person <: projects).p
	all p : Project | (Person <: projects).p in Student", , ,22,6,1,2,0,

inv6_oracle,"all p : Person | p.projects in p.enrolled.projects", , ,15,5,0,1,0,

inv7_oracle,"all p : Person, c : Course | lone p.projects & c.projects", , ,18,6,0,1,0,

inv8_oracle,"(all p : Person | no p.teaches & p.enrolled)", , ,14,5,0,1,0,

inv9_oracle,"all p : Person | no (p.teaches.~teaches - p) & p.teaches.~enrolled", , ,22,10,0,1,0,

inv10_oracle,"Course.grades.Grade in Student", , ,7,3,0,0,0,

inv11_oracle,"all c : Course | c.grades.Grade in enrolled.c", , ,15,5,0,1,0,

inv12_oracle,"all p : Person, c : Course | lone p.(c.grades)", , ,16,5,0,1,0,

inv13_oracle,"all c : Course, p : Person | last in p.(c.grades) implies some p.projects & c.projects", , ,26,9,1,1,0,

inv14_oracle,"all p : Person, disj x,y : p.projects | no ((Person <: projects).x & projects.y) - p", , ,23,8,0,1,0,

inv15_oracle,"all c : Course, p : c.projects, disj x,y : (Person <: projects).p | some c.grades[x] and some c.grades[y] implies c.grades[x] in c.grades[y].(prev+iden+next)", , ,50,19,2,1,0,

cv_v1
