Pairs,40
,,"all c : Component | no(nexts[c.position] & c.parts.position)",4
,,"all c:Component | c.parts.position in c.position.*prev",2
,,"all c: Component, p: c.^parts | (p.position).lte[c.position]",1
,,"all c : Component | no c.^parts.position & c.position.^next",4
,,"all c:Component | (c.parts.position) in  (prevs[c.position]+c.position)",1
,,"all c: Component | all p: c.^parts | (p.position).lte[c.position]",1
,,"all c : Component, p : c.parts.position | p not in c.position.^next",1
,,"all c: Component, p: c.parts & Component | gte[c.position, p.position]",2
,,"all c : Component, pos : c.position, p : c.parts | p.position.lte[pos]",1
,,"all c: Component | c.^parts.position in c.position + c.position.prevs",1
,,"all c: Component | c.^parts.position in c.position.prevs + c.position",9
,,"all c: Component| always c.parts.position in prevs[c.position] + c.position",1
,,"all c : Component, p : (c.parts & Component) | p.position not in nexts[c.position]",2
,,"all c : Component, pos : c.position | all p : c.parts | p.position.lte[pos]",1
,,"all c:Component, p:c.parts & Component | c.position in p.position.*next",1
,,"all c: Component, p: c.^parts | p.position in c.position.prevs + c.position",1
,,"all c : Component | all x: c.parts & Component | x.position not in c.position.nexts",1
,,"all c : Component | all p : (c.parts & Component) | p.position not in nexts[c.position]",2
,,"all c:Component, p:c.parts | p in Component implies c.position in p.position.*next",1
,,"all c : Component | all p : c.parts | p in Component implies p.position not in nexts[c.position]",1
,,"all c : Component | all p : c.parts | not (some pos: c.position.^next | p.position = pos)",1
,,"all c: Component | no ({p: Product | some p.position && p.position in ^next[c.position]} & c.parts)",1

