Exercise,inv1,Total Sub,95, Unique Sub,61
Exercise,inv2,Total Sub,10, Unique Sub,6
Exercise,inv3,Total Sub,33, Unique Sub,28
Exercise,inv4,Total Sub,164, Unique Sub,66
Exercise,inv5,Total Sub,370, Unique Sub,217
Exercise,inv6,Total Sub,225, Unique Sub,81
Exercise,inv7,Total Sub,293, Unique Sub,117
Exercise,inv8,Total Sub,335, Unique Sub,125
Exercise,inv9,Total Sub,158, Unique Sub,102
Exercise,inv10,Total Sub,67, Unique Sub,46
Exercise,inv11,Total Sub,185, Unique Sub,83
Exercise,inv12,Total Sub,288, Unique Sub,123
Exercise,inv13,Total Sub,154, Unique Sub,69
Exercise,inv14,Total Sub,169, Unique Sub,79
Exercise,inv15,Total Sub,30, Unique Sub,19

