Pairs,133
,,"some Teacher.Teaches",89
,,"Teacher.Teaches != none",1
,,"some Teacher <: Teaches",3
,,"some (Class & Teacher.Teaches)",1
,,"some (Teaches . Class & Teacher)",1
,,"some (Teacher & Teaches.Class)",1
,,"some Teacher.Teaches & Class",1
,,"some Class.~Teaches&Teacher",2
,,"some t:Teacher| some t.Teaches",6
,,"some c:Class | c in Teacher.Teaches",12
,,"some c : Class, p : Teacher | c in p.Teaches",1
,,"some c : Class, t : Teacher | c in t.Teaches",5
,,"some c:Class, t:Teacher | t->c in Teaches",3
,,"some c: Class | some t: Teacher | t->c in Teaches",4
,,"some c : Class, p : Person | c in p.Teaches and p in Teacher",2
,,"some p : Person, c : Class | p in Teacher and p -> c in Teaches",1

