Pairs,143
,,"Teacher in Teaches.Class",33
,,"Teacher in Class.~Teaches",6
,,"(Teaches.Class & Teacher) = Teacher",1
,,"Teacher in Teacher.Teaches.~Teaches",1
,,"all t:Teacher | some t.Teaches",76
,,"all t: Teacher | not no t.Teaches",1
,,"all t : Teacher | #t.Teaches > 0",6
,,"all t:Teacher | t.Teaches != none",6
,,"iden & Teacher->Teacher in Teaches.~Teaches",2
,,"all p : Person | p in Teacher implies some p.Teaches",2
,,"Teacher in Class.~Teaches
  	Teacher in Teaches.Class",1
,,"all t : Teacher | some c : Class | c in t.Teaches",2
,,"all p:Teacher | some c:Class | p->c in Teaches",1
,,"all t:Teacher | some c:Class | t->c in Teaches",5

