inv1,attempt0,2,BOR_1.als,BOE_4.als
inv1,attempt2,3,BOD_5.als,BOR_3.als,BOR_4.als
inv1,attempt1,2,BOD_5.als,BOR_3.als
inv3,attempt0,4,BOD_12.als,BOR_11.als,BOE_13.als,LOD_7.als
inv3,attempt2,2,BOR_15.als,LOD_11.als
inv3,attempt1,4,BOE_10.als,BOR_8.als,LOD_6.als,BOD_9.als
inv8,attempt4,1,QOR_9.als
inv14,attempt56,1,QOR_6.als
inv1,attempt0,2,BOR_1.als,BOE_4.als
inv3,attempt2,2,BOR_15.als,LOD_11.als
inv3,attempt1,1,BOD_4.als
inv7,attempt2,2,BOR_1.als,BOE_4.als
inv8,attempt6,1,BOD_6.als
inv11,attempt20,1,BOR_18.als
inv12,attempt6,2,BOR_1.als,BOE_4.als
inv12,attempt13,1,BOD_21.als
inv14,attempt28,1,QOR_18.als
inv14,attempt26,1,LOD_11.als
inv14,attempt8,1,BOD_23.als
inv14,attempt13,1,BOD_21.als
inv15,attempt6,1,UOR_14.als
inv15,attempt9,1,BOD_12.als
inv15,attempt4,1,UOR_11.als
inv15,attempt13,3,BOD_7.als,BOD_13.als,UOI_15.als
inv15,attempt11,3,BOD_7.als,BOD_13.als,UOI_15.als
inv15,attempt10,3,UOI_22.als,UOI_19.als,BOD_16.als
inv1,attempt12,2,BOR_5.als,BOE_8.als
inv3,attempt4,1,BOD_12.als
inv4,attempt6,1,QOR_8.als
inv4,attempt8,1,QOR_9.als
inv4,attempt7,2,BOR_10.als,QOR_9.als
inv4,attempt9,1,QOR_9.als
inv4,attempt11,1,QOR_9.als
inv4,attempt10,1,QOR_8.als
inv5,attempt79,1,QOR_9.als
inv5,attempt77,1,BOD_27.als
inv5,attempt82,1,QOR_9.als
inv7,attempt42,1,BOD_8.als
inv7,attempt90,1,LOD_19.als
inv8,attempt89,1,LOD_11.als
inv8,attempt88,1,LOD_12.als
inv8,attempt87,1,LOD_11.als
inv8,attempt85,1,LOD_11.als
inv8,attempt92,1,LOD_15.als
inv8,attempt90,1,LOD_12.als
inv8,attempt72,2,BOR_7.als,BOD_8.als
inv10,attempt38,1,LOD_11.als
inv10,attempt34,1,QOR_10.als
inv11,attempt42,2,BOR_7.als,BOD_8.als
inv11,attempt51,1,LOD_12.als
inv12,attempt67,1,BOD_8.als
inv3,attempt26,2,LOD_11.als,LOR_10.als
inv3,attempt0,2,BOR_1.als,BOE_4.als
inv3,attempt16,2,BOD_14.als,BOD_8.als
inv4,attempt27,1,QOR_8.als
inv4,attempt26,1,QOR_9.als
inv4,attempt25,1,QOR_9.als
inv4,attempt24,1,QOR_8.als
inv4,attempt22,1,QOR_9.als
inv4,attempt30,1,QOR_9.als
inv4,attempt17,1,UOR_6.als
inv5,attempt136,1,BOR_6.als
inv5,attempt97,1,BOR_6.als
inv5,attempt149,1,QOR_8.als
inv5,attempt160,1,QOR_20.als
inv5,attempt152,1,BOD_14.als
inv5,attempt151,1,QOR_15.als
inv5,attempt156,1,QOR_8.als
inv5,attempt159,1,QOR_9.als
inv5,attempt163,1,QOR_19.als
inv5,attempt162,1,QOR_19.als
inv7,attempt23,1,BOD_8.als
inv7,attempt66,1,BOD_8.als
inv8,attempt116,1,LOD_11.als
inv11,attempt27,2,BOR_7.als,BOD_8.als
inv11,attempt71,1,LOD_11.als
inv11,attempt30,2,BOR_7.als,BOD_8.als
inv12,attempt100,1,BOD_8.als
inv12,attempt88,1,LOD_12.als
inv12,attempt87,1,BOD_8.als
inv12,attempt56,1,BOD_8.als
inv2,attempt8,1,BOD_12.als
inv2,attempt12,2,UOR_9.als,UOR_8.als
inv1,attempt0,2,UOI_3.als,UOI_6.als
inv1,attempt2,2,UOI_11.als,UOI_8.als
inv2,attempt15,1,QOR_6.als
inv3,attempt6,1,UOI_12.als
inv3,attempt8,1,UOI_12.als
inv3,attempt9,1,UOI_12.als
inv3,attempt24,4,UOI_21.als,UOI_30.als,UOI_29.als,UOI_20.als
inv3,attempt23,4,UOI_19.als,UOI_18.als,UOI_29.als,UOI_28.als
inv3,attempt0,1,UOI_11.als
inv3,attempt22,1,UOI_21.als
inv3,attempt21,4,UOI_17.als,UOI_27.als,UOI_18.als,UOI_28.als
inv3,attempt20,4,UOI_21.als,UOI_32.als,UOI_33.als,UOI_20.als
inv3,attempt3,2,UOI_13.als,UOI_11.als
inv3,attempt19,4,UOI_21.als,UOI_30.als,UOI_29.als,UOI_20.als
inv3,attempt18,4,UOI_30.als,UOI_17.als,UOI_18.als,UOI_29.als
inv3,attempt17,4,UOI_26.als,UOI_17.als,UOI_27.als,UOI_18.als
inv3,attempt15,2,UOI_12.als,UOI_14.als
inv3,attempt14,1,UOI_15.als
inv3,attempt13,2,UOI_12.als,UOI_14.als
inv3,attempt11,1,UOI_12.als
inv3,attempt10,1,UOI_12.als
inv4,attempt29,1,UOD_13.als
inv4,attempt28,1,UOD_13.als
inv4,attempt27,1,UOD_13.als
inv4,attempt69,2,UOD_12.als,UOD_18.als
inv4,attempt66,2,UOD_20.als,UOD_13.als
inv4,attempt65,2,UOD_12.als,UOD_18.als
inv4,attempt20,2,BOR_5.als,BOE_8.als
inv4,attempt64,1,UOD_17.als
inv4,attempt63,1,UOD_14.als
inv4,attempt62,2,UOD_12.als,UOD_18.als
inv4,attempt61,7,BOR_17.als,UOI_22.als,LOD_8.als,BOR_9.als,LOR_6.als,UOI_14.als,LOD_7.als
inv4,attempt37,1,UOD_14.als
inv4,attempt36,1,UOD_14.als
inv4,attempt79,2,UOD_12.als,UOD_18.als
inv4,attempt34,1,UOD_13.als
inv4,attempt32,1,UOD_13.als
inv4,attempt31,1,UOD_12.als
inv4,attempt73,5,BOD_14.als,BOD_8.als,UOI_18.als,UOR_15.als,UOI_16.als
inv4,attempt80,12,UOD_20.als,LOR_14.als,BOR_17.als,BOR_10.als,LOR_7.als,LOD_8.als,BOR_9.als,UOD_13.als,BOR_16.als,BOE_11.als,LOD_15.als,BOE_18.als
inv4,attempt9,1,UOD_7.als
inv4,attempt45,1,UOD_13.als
inv4,attempt44,1,UOD_13.als
inv4,attempt43,2,BOD_12.als,BOR_11.als
inv4,attempt42,1,BOD_13.als
inv4,attempt41,2,BOD_12.als,BOR_11.als
inv4,attempt4,2,BOR_1.als,BOE_4.als
inv4,attempt58,5,BOR_10.als,UOI_15.als,BOD_13.als,BOD_14.als,UOI_16.als
inv4,attempt10,1,UOD_7.als
inv5,attempt3,1,BOR_8.als
inv7,attempt16,10,UOI_21.als,UOI_36.als,BOD_35.als,UOI_23.als,UOI_39.als,LOR_6.als,UOD_38.als,LOD_8.als,BOD_20.als,LOD_7.als
inv7,attempt15,10,UOD_36.als,UOI_22.als,BOD_21.als,UOI_24.als,UOI_29.als,UOI_37.als,LOD_8.als,UOI_32.als,BOD_30.als,UOI_28.als
inv7,attempt14,9,UOI_24.als,UOI_22.als,BOD_21.als,LOD_8.als,BOD_13.als,LOR_6.als,UOI_14.als,LOD_7.als,UOI_16.als
inv7,attempt6,8,BOD_17.als,UOI_24.als,BOR_12.als,UOI_21.als,UOD_23.als,UOI_20.als,BOD_16.als,UOI_18.als
inv7,attempt8,8,UOI_24.als,UOI_21.als,UOD_23.als,BOD_15.als,BOD_13.als,UOI_19.als,UOI_17.als,BOD_20.als
inv7,attempt7,1,QOR_7.als
inv7,attempt9,8,BOR_19.als,UOD_30.als,UOI_27.als,UOI_31.als,BOD_23.als,UOI_28.als,BOD_24.als,UOI_25.als
inv7,attempt13,5,UOI_17.als,BOD_22.als,UOI_23.als,LOD_8.als,UOI_15.als
inv7,attempt12,10,BOR_15.als,BOD_26.als,BOD_21.als,UOI_30.als,BOD_22.als,UOI_23.als,UOI_27.als,UOI_25.als,UOD_29.als,BOD_20.als
inv7,attempt10,8,UOI_26.als,BOD_21.als,UOD_28.als,BOD_22.als,UOI_23.als,BOR_17.als,UOI_29.als,UOI_25.als
inv8,attempt13,3,BOD_8.als,LOD_11.als,LOR_10.als
inv8,attempt11,1,QOR_5.als
inv8,attempt10,3,BOD_8.als,LOD_11.als,LOR_10.als
inv8,attempt1,2,BOD_5.als,BOD_7.als
inv8,attempt3,1,UOI_16.als
inv2,attempt14,1,QOR_3.als
inv2,attempt6,1,QOR_3.als
inv2,attempt8,1,QOR_3.als
inv2,attempt7,1,QOR_3.als
inv2,attempt9,1,QOR_5.als
inv2,attempt13,1,QOR_3.als
inv2,attempt12,1,QOR_3.als
inv2,attempt0,1,UOR_2.als
inv2,attempt11,1,QOR_3.als
inv2,attempt1,1,UOR_3.als
inv2,attempt4,1,QOR_3.als
inv4,attempt28,1,UOR_6.als
inv4,attempt41,1,BOD_18.als
inv4,attempt19,1,UOR_6.als
inv4,attempt16,1,UOR_6.als
inv4,attempt38,1,UOR_12.als
inv4,attempt34,1,UOR_16.als
inv4,attempt32,1,UOR_14.als
inv4,attempt31,1,UOR_12.als
inv1,attempt1,1,BOR_7.als
inv3,attempt2,1,BOD_10.als
inv3,attempt3,1,BOD_10.als
inv1,attempt16,4,BOR_19.als,BOE_22.als,BOR_5.als,BOE_8.als
inv1,attempt15,1,BOD_11.als
inv1,attempt14,1,BOD_8.als
inv1,attempt9,1,BOD_11.als
inv1,attempt13,1,BOD_8.als
inv1,attempt12,1,BOD_8.als
inv1,attempt11,1,BOD_11.als
inv1,attempt10,1,BOD_11.als
inv1,attempt1,2,BOR_1.als,BOE_4.als
inv1,attempt4,2,BOR_5.als,BOE_8.als
inv2,attempt102,1,QOR_24.als
inv2,attempt101,1,QOR_25.als
inv2,attempt100,1,QOR_24.als
inv2,attempt106,1,BOR_24.als
inv2,attempt37,1,UOR_15.als
inv2,attempt6,1,BOR_9.als
inv2,attempt7,1,BOR_9.als
inv2,attempt85,1,QOR_21.als
inv2,attempt84,1,QOR_12.als
inv2,attempt83,1,QOR_21.als
inv2,attempt99,1,QOR_24.als
inv2,attempt10,1,BOR_9.als
inv2,attempt98,1,QOR_24.als
inv2,attempt97,1,QOR_25.als
inv2,attempt96,2,QOR_25.als,BOR_26.als
inv2,attempt95,1,QOR_25.als
