inv1,attempt3,2,BOR_8.als,QOR_2.als
inv3,attempt8,1,BOR_16.als
inv3,attempt9,1,BOR_16.als
inv3,attempt10,1,QOR_6.als
inv4,attempt29,1,QOR_2.als
inv4,attempt27,2,UOD_6.als,QOR_2.als
inv4,attempt25,2,UOD_6.als,QOR_2.als
inv4,attempt9,2,BOR_8.als,QOR_2.als
inv4,attempt23,2,UOD_6.als,QOR_2.als
inv4,attempt22,1,QOR_2.als
inv4,attempt21,1,BOR_16.als
inv4,attempt19,1,BOR_16.als
inv4,attempt17,1,QOR_2.als
inv4,attempt16,1,BOR_16.als
inv4,attempt15,1,QOR_2.als
inv4,attempt14,1,BOE_9.als
inv4,attempt13,1,BOE_9.als
inv4,attempt30,1,QOR_2.als
inv5,attempt28,1,QOR_9.als
inv5,attempt24,1,QOR_5.als
inv5,attempt64,1,QOR_5.als
inv5,attempt63,1,QOR_5.als
inv5,attempt39,1,QOR_5.als
inv5,attempt38,1,QOR_9.als
inv5,attempt37,1,QOR_5.als
inv5,attempt33,1,QOR_5.als
inv5,attempt30,1,QOR_5.als
inv5,attempt49,1,QOR_5.als
inv5,attempt48,1,QOR_9.als
inv5,attempt47,1,QOR_5.als
inv5,attempt45,1,QOR_9.als
inv5,attempt44,1,QOR_5.als
inv5,attempt43,1,QOR_5.als
inv5,attempt42,1,QOR_9.als
inv5,attempt41,1,QOR_9.als
inv5,attempt15,1,QOR_5.als
inv5,attempt59,1,QOR_5.als
inv5,attempt13,1,QOR_5.als
inv5,attempt57,1,QOR_5.als
inv5,attempt55,1,QOR_9.als
inv5,attempt54,1,QOR_9.als
inv6,attempt6,1,QOR_9.als
inv6,attempt7,1,QOR_9.als
inv7,attempt8,1,QOR_2.als
inv7,attempt9,1,QOR_7.als
inv8,attempt8,1,UOR_6.als
inv8,attempt9,1,QOR_7.als
inv8,attempt24,1,QOR_6.als
inv8,attempt23,1,QOR_6.als
inv8,attempt19,1,QOR_6.als
inv8,attempt18,1,QOR_6.als
inv8,attempt38,1,QOR_6.als
inv8,attempt12,1,QOR_8.als
inv9,attempt29,1,QOR_6.als
inv9,attempt24,1,QOR_8.als
inv9,attempt22,1,QOR_7.als
inv9,attempt35,1,QOR_10.als
inv9,attempt33,1,QOR_6.als
inv9,attempt31,1,QOR_2.als
inv9,attempt30,1,QOR_6.als
inv11,attempt181,1,QOR_6.als
inv11,attempt176,1,QOR_6.als
inv11,attempt174,1,QOR_6.als
inv11,attempt179,1,QOR_6.als
inv11,attempt177,1,QOR_6.als
inv11,attempt194,1,QOR_2.als
inv11,attempt212,1,QOR_2.als
inv12,attempt142,1,QOR_2.als
inv13,attempt29,1,QOR_2.als
inv13,attempt39,2,UOI_14.als,UOI_16.als
inv13,attempt41,1,QOR_2.als
inv13,attempt56,1,QOR_2.als
inv14,attempt102,1,QOR_6.als
inv14,attempt226,1,QOR_6.als
inv14,attempt108,1,QOR_6.als
inv14,attempt81,1,QOR_6.als
inv14,attempt169,1,QOR_6.als
inv15,attempt17,2,UOI_19.als,UOI_16.als
inv1,attempt2,1,BOR_6.als
inv1,attempt4,2,BOR_8.als,QOR_2.als
inv3,attempt8,1,QOR_2.als
inv3,attempt12,1,BOR_16.als
inv3,attempt0,1,BOR_5.als
inv3,attempt11,1,BOR_11.als
inv4,attempt25,2,BOD_7.als,BOR_4.als
inv4,attempt39,2,BOR_8.als,QOR_2.als
inv4,attempt49,1,QOR_2.als
inv4,attempt46,1,QOR_3.als
inv4,attempt45,2,BOR_13.als,QOR_2.als
inv4,attempt44,2,BOR_8.als,QOR_2.als
inv4,attempt43,2,BOR_8.als,QOR_2.als
inv4,attempt56,1,QOR_2.als
inv4,attempt54,1,BOR_16.als
inv4,attempt53,1,QOR_2.als
inv4,attempt51,1,BOR_15.als
inv4,attempt50,1,BOE_9.als
inv5,attempt23,1,QOR_5.als
inv5,attempt2,1,UOR_4.als
inv5,attempt20,1,QOR_5.als
inv5,attempt18,1,QOR_5.als
inv5,attempt37,1,QOR_5.als
inv5,attempt36,1,QOR_5.als
inv5,attempt35,1,QOR_9.als
inv6,attempt27,1,QOR_9.als
inv6,attempt6,1,BOE_5.als
inv6,attempt14,2,QOR_2.als,UOR_8.als
inv6,attempt13,1,UOR_7.als
inv6,attempt11,2,QOR_2.als,UOR_8.als
inv8,attempt15,1,QOR_2.als
inv8,attempt13,1,QOR_2.als
inv8,attempt12,1,UOR_6.als
inv9,attempt29,1,UOR_6.als
inv9,attempt28,1,BOR_9.als
inv9,attempt39,1,QOR_8.als
inv9,attempt37,1,QOR_7.als
inv9,attempt32,2,UOD_6.als,QOR_2.als
inv10,attempt62,1,QOR_13.als
inv10,attempt33,1,BOE_9.als
inv11,attempt60,1,BOE_9.als
inv11,attempt68,1,BOE_9.als
inv11,attempt63,1,BOR_6.als
inv11,attempt50,1,UOR_11.als
inv12,attempt25,1,QOR_9.als
inv12,attempt9,1,BOE_5.als
inv12,attempt15,1,UOR_7.als
inv12,attempt10,1,BOE_5.als
inv13,attempt7,1,BOE_5.als
inv14,attempt78,1,QOR_6.als
inv14,attempt74,1,QOR_6.als
inv14,attempt42,1,BOE_19.als
inv15,attempt39,2,UOI_15.als,UOI_18.als
inv15,attempt38,2,UOI_15.als,UOI_18.als
inv15,attempt68,2,UOI_17.als,UOI_20.als
inv15,attempt43,2,UOI_15.als,UOI_18.als
inv15,attempt42,2,UOI_15.als,UOI_18.als
inv15,attempt56,3,UOI_17.als,UOI_14.als,UOI_20.als
inv15,attempt53,2,UOI_19.als,UOI_16.als
inv1,attempt60,1,BOE_9.als
inv1,attempt68,1,BOE_9.als
inv1,attempt62,1,BOE_9.als
inv1,attempt72,1,QOR_6.als
inv1,attempt47,2,BOR_13.als,QOR_2.als
inv1,attempt42,1,BOE_9.als
inv1,attempt55,1,BOE_9.als
inv2,attempt14,1,BOE_9.als
inv3,attempt31,1,QOR_9.als
inv3,attempt8,4,BOR_8.als,BOR_11.als,QOR_2.als,BOR_6.als
inv3,attempt45,1,BOD_11.als
inv4,attempt27,1,QOR_8.als
